"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.488511370E1,-1.307269335E-1,1.225810170E0,7.727146149E-2,1.235180547E0
1.489512355E1,5.753862858E-2,-3.071092963E-1,-3.230476379E-1,4.494291825E-1
1.490510270E1,5.765265226E-2,-9.964973927E-1,7.159900665E-2,1.000728385E0
1.491511247E1,2.070075274E-2,-1.148038030E0,7.366781235E-1,1.364226703E0
1.492512232E1,6.259548664E-2,-1.381132364E0,7.274150848E-2,1.384462397E0
1.493510147E1,5.342668295E-2,-1.365354300E0,-3.230829239E-1,1.404075977E0
1.494511124E1,-1.162413359E-1,-1.044204354E0,2.148447037E-1,1.072395929E0
1.495512109E1,2.203059196E-2,-9.112480283E-1,1.107883453E-1,9.182223987E-1
1.496510024E1,4.024708271E-2,-6.333410144E-1,1.955566406E-1,6.640655599E-1
1.497511001E1,-5.821108818E-3,-4.816719294E-1,1.723241806E-1,5.116027327E-1
1.498511986E1,1.216613650E-1,-3.464816809E-1,-2.581272125E-1,4.488660165E-1
1.499509901E1,1.434665322E-1,-2.261030376E-1,4.030828476E-1,4.839225263E-1
1.500510878E1,1.330587864E-1,-3.211871982E-1,4.131708145E-1,5.399777578E-1
1.501511863E1,1.917912364E-1,-4.712103009E-1,-3.544826508E-1,6.200652996E-1
1.502509778E1,1.462492943E-1,-3.759393096E-1,1.185913086E-1,4.204558467E-1
1.503510755E1,8.827775717E-2,-2.996147275E-1,3.192024231E-1,4.466006429E-1
1.504511740E1,2.757257223E-2,-2.635298371E-1,-1.381263733E-1,2.988094992E-1
1.505512724E1,-4.186034203E-2,-1.369618177E-1,2.537250519E-2,1.454461817E-1
1.506510640E1,3.468638659E-2,-1.003802866E-1,1.625490189E-1,1.941688206E-1
1.507511617E1,1.168539524E-1,-3.915458918E-3,-1.646738052E-1,2.019594988E-1
1.508512601E1,3.284043074E-2,3.907324970E-1,1.411380768E-1,4.167377290E-1
1.509510517E1,1.941895485E-2,4.472634196E-1,2.805919647E-1,5.283498018E-1
1.510511494E1,-7.488304377E-2,5.427904725E-1,-3.218984604E-1,6.354900362E-1
1.511512478E1,-1.089955568E-1,4.713644087E-1,7.217407227E-3,4.838558961E-1
1.512510394E1,-3.248828650E-2,3.776849806E-1,4.388732910E-1,5.799234423E-1
1.513511370E1,5.506831408E-2,9.740363061E-2,2.929410934E-1,3.135832755E-1
1.514512332E1,1.435277462E-1,-1.925783604E-1,-1.715002060E-1,2.951253285E-1
1.515510270E1,6.325989962E-2,-3.009446263E-1,-1.352548599E-1,3.359514253E-1
1.516511247E1,-2.374827862E-2,-4.118662775E-1,2.600936890E-1,4.876951284E-1
1.517512232E1,-7.784610987E-2,-5.561921597E-1,-5.254745483E-2,5.640664591E-1
1.518510147E1,-1.176561713E-1,-4.762678444E-1,-1.976470947E-1,5.289030236E-1
1.519511124E1,-9.568780661E-2,-3.118278980E-1,1.238241196E-1,3.488913970E-1
1.520512109E1,-6.009519100E-2,-1.866272539E-1,-2.425765991E-2,1.975590999E-1
1.521510024E1,3.890126944E-2,-3.257470727E-1,-4.023246765E-1,5.191238864E-1
1.522511009E1,4.230356216E-2,-5.439452827E-2,1.821079254E-1,1.947091487E-1
1.523511986E1,6.141358614E-2,2.906130552E-1,3.046512604E-1,4.254879163E-1
1.524509901E1,3.011393547E-2,4.646257162E-1,-2.738714218E-1,5.401753983E-1
1.525510886E1,-1.073320508E-1,6.555545926E-1,1.319742203E-1,6.772659654E-1
1.526511863E1,-6.945741177E-2,5.396814346E-1,9.259033203E-2,5.519541218E-1
1.527509778E1,-3.613156080E-2,9.270408750E-1,2.304468155E-1,9.559372408E-1
1.528510755E1,-1.171445847E-1,6.784572601E-1,2.510442734E-1,7.328371816E-1
1.529511740E1,7.044786215E-2,3.291313648E-1,-1.928491592E-1,3.879190055E-1
1.530512701E1,1.676406860E-1,5.663215518E-1,2.038183212E-1,6.247922917E-1
1.531510632E1,3.187154531E-1,1.179338694E0,4.648408890E-1,1.307094620E0
1.532511617E1,2.464413643E-3,2.561459303E0,5.333290100E-1,2.616394402E0
1.533512601E1,-2.348474860E-1,3.282943249E0,-7.313537598E-1,3.371609117E0
1.534510517E1,-3.356400430E-1,4.297920704E0,-6.638622284E-2,4.311517569E0
1.535511494E1,1.702520251E-1,5.570151329E0,8.081150055E-2,5.573338504E0
1.536512478E1,-3.072267175E-1,8.289321899E0,-5.006980896E-2,8.295164422E0
1.537510394E1,-6.036465168E-1,1.036154175E1,4.529933929E-1,1.038899127E1
1.538511370E1,-8.278068900E-2,8.797755241E0,-2.647890091E0,9.187963423E0
1.539512332E1,-2.702796459E0,9.261276245E0,4.564717293E0,1.067300287E1
1.540510271E1,-1.638496637E0,7.254745960E0,-1.805135727E0,7.653399583E0
1.541511247E1,2.750434577E-1,8.382921219E0,-1.282879829E0,8.484974822E0
1.542512232E1,5.595359206E-2,5.934094906E0,6.542110443E-2,5.934719292E0
1.543520824E1,7.064877033E0,1.476022720E1,-1.735817909E0,1.645569380E1
1.544511124E1,7.445967674E0,1.524008751E1,4.209077835E0,1.747624211E1
1.545512109E1,-1.552561641E0,1.017051888E1,-3.418538094E0,1.084141617E1
1.546510024E1,1.276850128E1,2.131019592E1,3.739198685E0,2.512251345E1
1.547511009E1,-5.177362442E0,1.117353058E1,1.385745049E0,1.239246371E1
1.548511986E1,1.440682530E0,1.100924397E1,-5.645446777E-1,1.111745158E1
1.549509901E1,-3.186064959E0,9.770882607E0,4.013689995E0,1.103317109E1
1.550510886E1,-4.956476688E-1,-4.257536232E-1,1.486063957E0,1.623366516E0
1.551511863E1,2.228094482E1,1.765219116E1,7.609483719E0,2.942693660E1
1.552509778E1,1.337308598E1,5.516789913E0,-1.754634094E1,2.274089884E1
1.553510763E1,-1.415399742E1,2.865807724E1,1.475024891E1,3.520214307E1
1.554476640E1,-1.269474506E1,1.328402615E1,1.268220234E1,2.232622133E1
1.555509655E1,3.809018612E0,1.417205334E0,6.571317673E0,7.726532838E0
1.556510632E1,-1.299703717E0,8.924639225E-1,-3.015222931E1,3.019342071E1
1.557511617E1,-1.683568954E0,3.218983650E0,8.258609772E-1,3.725359918E0
1.558518694E1,1.971824646E1,1.073908138E1,9.267676353E0,2.429047009E1
1.559521194E1,8.043759346E0,1.089764881E1,6.166597366E0,1.488246408E1
1.560511494E1,3.774120808E-1,1.182240391E1,-1.022218990E1,1.563345261E1
1.561512478E1,-6.352243423E0,1.492877865E1,8.153904915E0,1.815779705E1
1.562510394E1,-7.925472260E0,-7.649617195E-1,-1.031888008E0,8.028889701E0
1.563511371E1,1.804508781E1,4.924865246E0,-1.034790993E0,1.873366713E1
1.564530663E1,7.589929104E0,-1.526332283E1,-1.635251999E1,2.362162055E1
1.565510271E1,1.878810120E1,-4.595927238E0,7.035846710E0,2.058199292E1
1.566500609E1,-2.708981133E1,-1.371977329E1,9.928669930E0,3.194790358E1
1.567509163E1,8.091016769E0,6.084997177E0,8.302076340E0,1.309260152E1
1.568510148E1,-1.118621826E1,-1.166130781E0,-1.708834267E1,2.045734086E1
1.569506548E1,2.643675089E0,4.575364590E-1,8.336267471E0,8.757380484E0
1.570509063E1,-4.160843849E0,-6.524053097E0,8.001235962E0,1.113084306E1
1.571510024E1,3.109911156E1,5.068826675E0,4.908552170E-1,3.151330961E1
1.572509471E1,-6.157412529E0,2.510167122E0,5.087108612E-1,6.668842086E0
1.573508917E1,-3.493466377E0,-9.747220993E0,5.851388454E0,1.189333306E1
1.574509901E1,9.966722488E0,2.778201103E0,6.595223427E0,1.226991975E1
1.575510878E1,1.104866028E1,1.920078635E0,-8.449355125E0,1.404105402E1
1.576511863E1,-5.580005169E0,6.251958609E-1,-5.607619286E0,7.935535370E0
1.577520478E1,3.657985449E0,-1.886399686E-1,5.486869335E0,6.597134051E0
1.578510763E1,-2.671936750E0,-3.113881588E0,3.924715996E0,5.677930978E0
1.579511740E1,-6.424986362E0,-3.649863958E0,-2.642210007E0,7.847498352E0
1.580523401E1,-1.043777847E1,6.676322818E-1,-2.249183655E-1,1.046152669E1
1.581510640E1,1.768513489E1,-8.884284496E-1,-2.813613892E0,1.792957680E1
1.582511617E1,2.904281616E1,1.014467621E1,-6.941256523E0,3.153697303E1
1.583527863E1,-1.713466406E0,-1.516808796E1,-2.547939301E0,1.547575052E1
1.584521217E1,4.543921471E0,7.758143544E-1,6.219139099E0,7.741240300E0
1.585511494E1,-1.522103024E1,-1.050687981E1,-6.446303368E0,1.958645225E1
1.586512478E1,-7.111884594E0,-1.259986162E0,-1.880934715E0,7.463536897E0
1.587510394E1,5.850148797E-1,4.174014091E0,7.100292206E0,8.257044596E0
1.588511371E1,-1.345560169E1,-7.449551105E0,5.388600349E0,1.629681080E1
1.589512355E1,2.933386993E1,1.578440952E1,3.534852028E0,3.349804006E1
1.590510271E1,-1.950867271E1,-7.653997421E0,-1.314474297E1,2.473774960E1
1.591511248E1,1.809707642E1,7.621737480E0,3.088528156E0,1.987797935E1
1.592512232E1,-1.004234695E1,-1.833664775E-1,6.583917618E0,1.200959312E1
1.593510148E1,-1.388394260E1,-1.279041958E1,-2.155328751E0,1.900010887E1
1.594511125E1,6.248154044E-1,8.387569427E0,-4.966095924E0,9.767488107E0
1.595474017E1,1.324156094E1,4.258465767E0,-1.912794113E-1,1.391078914E1
1.596513071E1,3.904166698E0,-5.416563749E-1,5.881001472E0,7.079695442E0
1.597518578E1,-1.296338367E1,-1.114894962E1,1.115402222E0,1.713454161E1
1.598508940E1,1.689135170E1,5.144264698E0,-6.262677193E0,1.873505664E1
1.599519063E1,-1.177991676E1,-7.121490955E0,-3.828296661E0,1.428768448E1
1.600521471E1,6.184166670E-2,4.754311562E0,-3.704690933E-1,4.769124675E0
1.601511863E1,-4.172623825E1,-2.219802380E0,7.659358978E-1,4.179226171E1
1.602521986E1,-1.770311117E0,6.910267353E0,5.380640984E0,8.935160532E0
1.603510755E1,3.779063416E1,9.156452179E0,-3.302350044E0,3.902407157E1
1.604491801E1,-1.687725830E1,-4.670735359E0,2.721103191E0,1.772179503E1
1.605509655E1,6.432212830E0,2.263321877E1,4.471582890E0,2.395059513E1
1.606510640E1,-1.508178139E1,-3.943947077E0,-1.873941422E0,1.570116253E1
1.607511617E1,-4.059817314E0,7.349331856E0,-1.643821907E1,1.845832716E1
1.608533955E1,1.443277264E1,9.829377174E0,-3.308260918E0,1.777262423E1
1.609521194E1,-2.567889404E1,-6.879464149E0,6.133852005E-1,2.659151872E1
1.610511494E1,1.002633095E1,-5.889449716E-1,-7.121925354E0,1.231243230E1
1.611512478E1,7.384379387E0,-9.320006371E0,-1.310610008E1,1.769636791E1
1.612510394E1,3.761045074E1,3.439413071E0,6.562397003E0,3.833328347E1
1.613509840E1,1.913183808E0,-5.149419785E0,6.205985546E0,8.288006576E0
1.614509286E1,-1.851570606E0,7.449545383E0,-3.948213577E0,8.632058305E0
1.615510271E1,-1.166670799E1,-1.861198068E0,-2.196487999E1,2.494057110E1
1.616515871E1,1.560909557E1,1.151788521E1,6.148724556E0,2.034975081E1
1.617509163E1,8.756319046E0,1.330397320E1,7.171405792E0,1.746705147E1
1.618510148E1,-1.768217087E1,-1.237559891E1,-2.819957733E0,2.176618424E1
1.619511124E1,1.096169853E1,-6.909913063E0,-2.280696487E1,2.623096224E1
1.620512109E1,9.147020340E0,-9.356342316E0,-7.179595947E0,1.492500320E1
1.621510025E1,-4.697643757E0,9.305584908E0,1.453354836E1,1.788535141E1
1.622521740E1,-4.305661678E0,2.205861211E-1,7.386939526E0,8.553026148E0
1.623508940E1,-2.247037888E1,-1.692628098E1,-8.909173012E0,2.950915584E1
1.624525163E1,2.110202217E1,1.174230766E1,-3.289055824E0,2.437201299E1
1.625521594E1,-3.914868355E0,7.222397327E0,6.871296406E0,1.070999214E1
1.626495071E1,-3.108822107E0,-2.069005251E0,9.218283653E0,9.945969593E0
1.627509778E1,1.244357491E1,-1.863959503E1,-1.079431820E1,2.487557768E1
1.628510755E1,1.419275475E1,1.768218994E1,-7.797917366E0,2.397710666E1
1.629501094E1,-1.392642212E1,-9.210185707E-2,-5.599985123E-1,1.393798099E1
1.630509655E1,-1.373154259E1,6.512238979E0,3.884647369E0,1.568614049E1
1.631521309E1,-1.404869652E1,-4.567273140E0,-1.323360443E0,1.483162637E1
1.632511617E1,-1.505715942E1,-6.568018436E0,8.506803513E-1,1.644933352E1
1.633512602E1,2.133399391E1,9.851222992E0,4.138587475E0,2.386029750E1
1.634510517E1,-1.402701473E1,8.009836674E-1,-1.745360374E0,1.415786001E1
1.635511494E1,-3.385678291E0,-6.006706715E0,-1.960228920E0,7.168391763E0
1.636512478E1,2.502563238E0,-1.529925346E1,-2.143759727E0,1.565010176E1
1.637510394E1,6.161944389E0,6.266325116E-1,8.158245087E-1,6.247223110E0
1.638511371E1,-9.963020325E0,1.399265671E1,5.213718414E-1,1.718511112E1
1.639480294E1,5.968770504E0,1.134339333E1,3.168536663E0,1.320372743E1
1.640520948E1,-1.189939308E1,-9.610587120E0,2.194378376E0,1.545232141E1
1.641511248E1,2.924974823E1,5.593042850E0,-3.373040199E0,2.997010677E1
1.642486332E1,5.255429745E0,-8.539850712E-1,2.557491302E0,5.906741408E0
1.643522355E1,-4.158055305E0,-1.072385979E1,-1.973123550E0,1.166978188E1
1.644511125E1,1.203536129E1,4.563617229E0,3.768917561E0,1.341198207E1
1.645512109E1,5.195690632E0,1.217109394E1,-5.870231628E0,1.447723552E1
1.646510025E1,-7.302168846E0,4.604244709E0,-8.279266357E0,1.196106143E1
1.647521686E1,4.882423401E0,1.168511772E1,5.167948246E0,1.367800144E1
1.648508917E1,-1.548133755E1,-4.859724998E0,-3.260729790E0,1.655056187E1
1.649509902E1,1.688349533E1,-5.368040562E0,-1.624829292E0,1.779068139E1
1.650510886E1,1.712420654E1,1.704212576E-1,8.167938232E0,1.897321027E1
1.651504232E1,7.526574731E-1,-8.145613670E0,-7.465161324E0,1.107457218E1
1.652509778E1,1.141769981E1,1.492195511E1,-6.917407990E0,2.002196660E1
1.653510763E1,-3.051048660E1,-3.413472176E-1,-4.273008347E0,3.081014299E1
1.654511740E1,-9.228619576E0,4.460173130E0,4.310514927E0,1.111940208E1
1.655512702E1,5.645949364E0,-4.790596008E0,-1.096190453E1,1.322837500E1
1.656510632E1,1.364070702E1,1.090819263E1,1.605756760E0,1.753955556E1
1.657511617E1,-1.805906105E1,-2.286046791E1,6.080861092E0,2.976083921E1
1.658477532E1,-8.821103096E0,-5.764235973E0,6.066779137E0,1.215911532E1
1.659521217E1,-7.299167514E-1,-1.006971240E0,3.368883610E0,3.591120482E0
1.660511494E1,1.821085215E0,2.517200947E0,-9.007067680E0,9.527849714E0
1.661512479E1,1.392247581E1,8.293202400E0,6.401959419E0,1.742405301E1
1.662519555E1,1.138355446E1,-1.694883919E1,8.518185616E0,2.212256649E1
1.663511371E1,-1.034565926E1,-1.846835709E1,1.997222900E-1,2.116961898E1
1.664489502E1,2.809382677E0,7.947319031E0,-5.751515388E0,1.020453037E1
1.665511063E1,-6.902528286E0,1.358050919E1,-5.269737244E-1,1.524312395E1
1.666511248E1,-4.793297768E0,1.067336845E1,3.610724926E0,1.224474712E1
1.667512232E1,-1.261784554E0,1.161659211E-1,-1.381403923E0,1.874532363E0
1.668531525E1,1.936991882E1,1.816513824E1,1.648680687E0,2.660609236E1
1.669521809E1,6.340545654E0,1.770173454E1,4.850769043E-1,1.880928560E1
1.670509063E1,-1.728955269E1,6.009278297E0,-7.079974174E0,1.962564883E1
1.671510025E1,5.047032833E0,1.214297199E1,6.499633789E-1,1.316612174E1
1.672511002E1,-3.605294466E0,1.436036491E1,-5.828666687E-1,1.481748839E1
1.673507402E1,-1.017387772E1,1.316680813E1,-5.035182953E0,1.738463953E1
1.674509902E1,1.855841875E0,1.030892181E1,-1.837285042E0,1.063454909E1
1.675510878E1,5.863512039E0,5.182876110E0,-4.363737106E0,8.960199760E0
1.676511863E1,1.602068520E1,9.723211288E0,3.205776215E-2,1.874044342E1
1.677509778E1,3.429218531E0,6.609196186E0,-1.264016151E0,7.552400333E0
1.678510763E1,-2.208298111E1,7.531932831E0,7.875823975E-1,2.334541396E1
1.679511740E1,9.133021355E0,1.205139923E1,-2.650602341E0,1.535167728E1
1.680512725E1,7.496126175E0,7.443847656E0,6.426797867E0,1.236553704E1
1.681510640E1,5.866879940E0,7.197230816E0,3.228773594E0,9.830838752E0
1.682511617E1,-6.909781933E0,6.712307930E0,1.606594086E0,9.766335478E0
1.683512579E1,1.158223820E1,8.105823517E0,2.443327904E0,1.434651413E1
1.684510517E1,-9.453075409E0,1.142328835E1,-2.020467758E0,1.496443922E1
1.685511494E1,3.451813698E0,3.599156380E0,-2.193701744E0,5.448052110E0
1.686512479E1,7.489874363E0,4.387548566E-1,5.365440845E0,9.223810452E0
1.687510394E1,-1.397151375E1,-2.952272654E0,-9.535246849E0,1.717090687E1
1.688451785E1,-3.158116817E0,-2.898998737E0,-4.221825600E0,6.016785430E0
1.689452769E1,2.061529350E1,-1.211083221E1,-4.915074348E0,2.440943545E1
1.690450685E1,2.063481522E1,-8.204373360E0,2.138175488E0,2.230872331E1
1.691451662E1,9.162783623E0,-2.220602989E0,-3.472250938E0,1.004709948E1
1.692441969E1,-9.135773659E0,-8.101023674E0,6.263771057E-1,1.222625426E1
1.693450562E1,1.204034519E1,-1.765944004E0,2.955911636E0,1.252301418E1
1.694451539E1,-3.213891983E1,-9.660355568E0,-2.862969398E0,3.368128904E1
1.695452523E1,-1.332135201E1,-4.546907902E0,5.136898994E0,1.498400888E1
1.696409077E1,4.636198044E0,-7.818317890E0,-2.783082008E0,9.506101851E0
1.697462000E1,6.482109547E0,9.685347557E0,-5.774999619E0,1.300670297E1
1.698453823E1,-5.685764313E0,2.694981575E0,1.723926544E0,6.524014427E0
1.699450316E1,-4.600372791E0,2.381916285E0,2.011039734E0,5.557088790E0
1.700451292E1,-1.374010277E1,-5.629192352E0,5.494150639E0,1.583236943E1
1.701452277E1,-1.262264729E1,4.350500107E0,-2.877342224E0,1.365786125E1
1.702450193E1,-6.560879707E0,-1.151178479E0,1.178203583E0,6.764504277E0
1.703461816E1,1.714522552E1,5.917437077E0,-7.881076813E0,1.977589926E1
1.704452154E1,-5.594376564E0,-8.886017799E0,2.933979034E-1,1.050449636E1
1.705453139E1,-2.193255806E1,-3.350246048E1,-1.384606361E0,4.006705749E1
1.706463262E1,3.161159706E1,1.222151089E1,2.827362537E0,3.400959241E1
1.707452031E1,1.483883762E1,1.657967186E1,1.414493561E0,2.229523297E1
1.708433200E1,-2.159531403E1,-1.516327572E1,6.336536407E-1,2.639477288E1
1.709450931E1,1.846444321E1,-1.179046631E1,9.155979156E-1,2.192690307E1
1.710451908E1,1.473511124E1,3.818093538E0,5.211947918E0,1.608930522E1
1.711452893E1,-6.413209438E0,-1.371505833E1,-5.336832047E0,1.605346867E1
1.712450808E1,-4.266086102E0,-1.615803909E1,-9.410345078E0,1.917905922E1
1.713451785E1,2.482602358E0,-9.308227539E0,2.057601929E0,9.850895395E0
1.714445139E1,-2.101954818E-1,-2.666767538E-1,8.524743080E0,8.531502987E0
1.715450685E1,-4.542465687E0,-3.032846451E0,-1.842905045E0,5.764412469E0
1.716451662E1,1.170859718E1,-9.799336433E0,-1.421688366E1,2.086235901E1
1.717452646E1,1.823844147E1,3.843161106E0,-4.257802010E0,1.911908765E1
1.718412462E1,-1.322017789E0,1.133688545E1,8.019128799E0,1.394916232E1
1.719451539E1,-1.859298706E1,-9.789931297E0,2.517280579E0,2.116314306E1
1.720452523E1,-6.450826645E0,-6.378881454E0,1.348467827E0,9.171786003E0
1.721450439E1,6.244775772E0,1.752874374E1,1.224556923E0,1.864815330E1
1.722454470E1,-2.333229542E0,9.790984154E0,-5.022411346E-1,1.007767716E1
1.723452400E1,-1.347734070E1,-1.648379707E1,-4.720602989E0,2.180913503E1
1.724450316E1,-6.329436898E-1,2.078233004E0,-1.187291622E1,1.207003769E1
1.725460462E1,4.931193829E0,6.110032082E0,1.359588623E0,7.968541011E0
1.726452277E1,-6.055527687E0,3.915000677E0,4.470941067E0,8.484454013E0
1.727430370E1,-3.824173450E0,3.773258209E0,-2.401163101E0,5.884502046E0
1.728451170E1,-2.359773254E1,-3.595331430E0,-3.988151550E0,2.420092441E1
1.729462831E1,1.701876450E1,-7.052170277E0,3.897059917E0,1.882972455E1
1.730450070E1,3.791676998E0,2.737691998E-1,6.067343712E0,7.159917859E0
1.731451046E1,-1.235626888E1,1.039436531E1,5.531609058E0,1.706806696E1
1.732452031E1,8.579382896E0,1.755295038E0,5.769474030E0,1.048683471E1
1.733442370E1,-6.607055664E0,-1.901599693E1,-1.862114906E0,2.021704221E1
1.734450931E1,-3.528673887E0,-3.569717407E-1,2.612650394E0,4.405100488E0
1.735451908E1,-2.018629456E1,7.498006821E0,3.287189484E0,2.178330115E1
1.736448308E1,-1.546751881E1,-1.566403270E0,-2.053436279E0,1.568165673E1
1.737450808E1,1.660746384E1,-2.966380119E-1,7.309940815E0,1.814748148E1
1.738462462E1,-5.796925068E0,-9.449774027E-2,2.138862610E-1,5.801639199E0
1.739449700E1,-4.754666328E0,-2.290155602E1,8.715505600E-1,2.340614706E1
1.740415639E1,7.663756371E0,-7.057206631E0,6.155098915E0,1.210051940E1
1.741462400E1,-1.607926559E1,7.624125957E0,-6.752300262E-2,1.779535439E1
1.742449577E1,-3.526559830E1,2.217037916E0,-9.760402679E0,3.665846616E1
1.743450562E1,-3.315041542E0,1.924533129E0,5.159593582E0,6.427653858E0
1.744451539E1,1.210253525E1,-1.631867409E0,3.858849049E0,1.280722713E1
1.745452523E1,-1.214384556E1,-1.299629402E1,-7.237730980E0,1.920316102E1
1.746450439E1,4.180823803E0,1.606945515E0,-8.831958771E-1,4.565259742E0
1.747463631E1,2.518453979E1,-1.003568292E0,1.585610390E0,2.525435318E1
1.748463116E1,3.084997177E0,-1.373306847E1,-4.675600052E0,1.483157486E1
1.749450316E1,1.507651711E1,3.919368982E0,2.473299980E0,1.577276241E1
1.750469600E1,-1.336404800E0,9.973598480E0,-1.055846214E0,1.011797686E1
1.751452277E1,-4.679707050E0,1.330637360E1,8.580293655E-1,1.413136408E1
1.752450193E1,-2.819466209E1,5.541897774E0,5.345924854E0,2.922722214E1
1.753451177E1,2.685778141E0,-8.092207909E0,9.957818985E-1,8.584218931E0
1.754452154E1,3.755857849E1,-1.504647374E0,-1.059237862E1,3.905264737E1
1.755453116E1,1.427637768E1,-2.016716957E0,-4.858990669E0,1.521485778E1
1.756407539E1,8.158461571E0,-2.236643982E1,1.884564400E0,2.388241421E1
1.757462708E1,5.428665876E-2,-1.449955702E0,1.572403526E1,1.579083923E1
1.758449946E1,8.209052086E0,1.757043600E0,1.016957760E1,1.318696504E1
1.759412800E1,-1.486992550E1,-9.285053253E0,-3.084429741E1,3.547812820E1
1.760451908E1,2.114469910E1,3.420164824E0,-7.188309669E0,2.259353056E1
1.761452893E1,-7.736783028E0,1.358631992E1,1.229409218E1,1.988945960E1
1.762450808E1,7.469488144E0,4.953678608E0,1.026358414E1,1.362620065E1
1.763454839E1,2.028752327E1,-1.650325894E0,-5.554345131E0,2.109876598E1
1.764463446E1,-1.126793385E1,1.520539880E0,-1.353940010E1,1.768032041E1
1.765450685E1,2.227660370E1,4.563770294E0,3.977012634E-1,2.274276232E1
1.766462377E1,6.509430408E-1,-6.393964887E-1,6.759261608E0,6.820569786E0
1.767460254E1,-6.221726418E0,1.478787541E0,8.045930862E-1,6.445468349E0
1.768450562E1,4.526540756E0,1.689949989E1,2.592693806E0,1.768628647E1
1.769451539E1,2.544378638E-1,-9.618933797E-1,7.946205139E-2,9.981441369E-1
1.770452523E1,2.520961761E-1,-1.068994617E1,7.840664387E0,1.325950677E1
1.771450439E1,1.988744354E1,6.663334370E0,1.391613770E1,2.517080301E1
1.772472777E1,1.391673088E1,-1.641880608E1,-2.535042572E1,3.325502482E1
1.773463077E1,2.402391243E1,-1.036726379E1,7.850925446E0,2.731786151E1
1.774450316E1,-2.705822945E1,-6.568655014E0,7.560504913E0,2.885231783E1
1.775478770E1,-1.654938889E1,-3.502761364E0,1.955793858E0,1.702870339E1
1.776462993E1,1.413256931E1,3.916530013E-1,-4.574919701E0,1.485977112E1
1.777450193E1,2.095803452E1,-2.008521557E0,-1.439541721E1,2.550492906E1
1.778451177E1,-6.281051159E0,-2.373652935E0,6.040644646E0,9.031900113E0
1.779452154E1,4.469712734E0,1.963508606E1,1.074480724E1,2.282467566E1
1.780451608E1,-8.707283974E0,4.822551250E0,-3.098887444E0,1.042482125E1
1.781451054E1,-2.052145195E1,-2.244296646E1,5.921547890E0,3.098195383E1
1.782452031E1,-2.733841133E1,-2.413006783E1,4.411759377E0,3.673026719E1
1.783452993E1,1.204454708E1,1.067374706E0,7.411619663E0,1.418247190E1
1.784450931E1,2.136103439E1,3.764200687E0,-1.649996758E1,2.725274164E1
1.785458008E1,-1.638928413E1,-2.360248804E0,3.540197372E0,1.693258416E1
1.786452893E1,-2.081680107E1,-1.180202484E1,3.813628674E0,2.423160665E1
1.787450808E1,7.068703651E0,-1.461709440E-1,9.320436478E0,1.169865263E1
1.788462524E1,4.457432330E-1,-5.581863403E0,-7.831296921E0,9.627309985E0
1.789460400E1,1.544787598E1,-2.159231901E0,-5.099457741E0,1.641047299E1
1.790450685E1,4.443553448E0,1.581140137E1,-4.498451233E0,1.702884740E1
1.791451662E1,-1.382435679E0,3.810441256E0,4.336672306E0,5.936102902E0
1.792452646E1,-4.843064845E-1,-3.721054792E0,6.014105797E0,7.088742489E0
1.793450562E1,2.558145332E1,2.928341866E0,-3.237461090E1,4.136546109E1
1.794475947E1,4.199361420E1,1.709352493E1,3.176137447E0,4.545041339E1
1.795452524E1,3.956847906E0,9.026032448E0,4.050447464E0,1.065514110E1
1.796450439E1,4.398657322E0,2.704949760E1,-2.550649643E0,2.752325054E1
1.797478893E1,-1.293660831E1,1.162622452E1,-2.168511391E0,1.752790269E1
1.798452400E1,4.156275272E0,7.516365051E-1,3.423782349E0,5.437082595E0
1.799450316E1,2.860774279E0,3.106739616E1,1.290993309E1,3.376438221E1
1.800410008E1,1.189333344E1,1.643937111E1,6.930278301E0,2.144138662E1
1.801462862E1,-4.540576935E0,1.132289696E1,3.157448769E0,1.260136172E1
1.802450193E1,-1.343815517E1,7.081184387E0,-5.896386147E0,1.629400369E1
1.803451170E1,1.511072350E1,1.168690109E1,-2.388886070E1,3.058750214E1
1.804462739E1,9.511564255E0,6.473845005E0,7.360753536E0,1.365874139E1
1.805450070E1,-8.816480637E0,1.741246223E1,8.066844940E0,2.111866850E1
1.806451054E1,-1.102348518E1,6.016674042E0,1.734117508E0,1.267772675E1
1.807462685E1,2.434378862E0,-3.876177311E0,-3.065987015E1,3.099965465E1
1.808449947E1,-8.031401634E0,-2.301721954E1,8.626856804E0,2.585959137E1
1.809450931E1,2.600043058E0,-1.076891422E1,1.068008614E1,1.538811156E1
1.810451908E1,-6.874769688E0,4.526773989E-1,4.903233528E0,8.456303809E0
1.811452893E1,2.062747383E1,-6.546656132E0,-7.656914711E0,2.295603899E1
1.812434062E1,1.726390648E1,-1.648477912E0,-3.686396599E0,1.772990316E1
1.813451785E1,4.124837518E-1,-9.841751099E0,1.132630730E1,1.501051113E1
1.814452747E1,-1.430037022E1,-1.692127991E1,9.400792122E0,2.406668225E1
1.815450685E1,1.705449295E1,-1.192594242E1,1.450034142E0,2.086112249E1
1.816451662E1,2.533797455E1,-7.270605087E0,-2.276688004E1,3.483109931E1
1.817452647E1,5.872589588E0,-1.482531452E1,-5.171946526E0,1.676383876E1
